repeat,fold,n_train,n_test,fold_spearman,fold_mae,suite,endpoint,task,feature_set,fold_auroc,fold_balanced_accuracy
1,5,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_exposure,0.9330645161290322,0.8583333333333334
1,1,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_id_exposure,0.9005333333333334,0.7993333333333333
1,2,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_id_exposure,0.9168,0.8320000000000001
1,3,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_id_exposure,0.9053763440860214,0.8123655913978495
1,4,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_id_exposure,0.9236559139784948,0.8163978494623656
1,5,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,locked_uga_sbs_id_exposure,0.892741935483871,0.810752688172043
1,1,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_exposure,0.9365333333333332,0.8460000000000001
1,2,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_exposure,0.8965333333333334,0.8113333333333334
1,3,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_exposure,0.9293010752688172,0.8198924731182795
1,4,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_exposure,0.9317204301075268,0.853225806451613
1,5,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_exposure,0.8701612903225807,0.8072580645161291
1,1,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_id_exposure,0.8901333333333334,0.8206666666666667
1,2,617,155,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_id_exposure,0.9362666666666668,0.8613333333333333
1,3,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_id_exposure,0.9241935483870968,0.8688172043010753
1,4,618,154,,,tcga_brca_hrd,hrd_binary_42,binary,standard_sbs_id_exposure,0.920967741935484,0.8158602150537635
