sample,endpoint,muat_feature_1,muat_feature_2,muat_feature_3,muat_feature_4,muat_feature_5,muat_feature_6,muat_feature_7,muat_feature_8,muat_feature_9,muat_feature_10,muat_feature_11,muat_feature_12,muat_feature_13,muat_feature_14,muat_feature_15,muat_feature_16,muat_feature_17,muat_feature_18,muat_feature_19,muat_feature_20,muat_feature_21,muat_feature_22,muat_feature_23,muat_feature_24
TCGA-D5-6540,cancer_type_top20,-0.1583283841609954,-0.259493350982666,-0.0830176100134849,-0.3143329620361328,-0.0135069824755191,0.1188350319862365,-0.252889335155487,-0.2762863934040069,0.154582142829895,0.1764206141233444,0.1373159885406494,0.0473917573690414,0.1908118575811386,-0.1110927462577819,0.3138415217399597,-0.1542824953794479,0.0004470944404602,0.1454584002494812,0.1249786242842674,0.092040829360485,0.3034629821777344,0.3815895617008209,0.0330322757363319,-0.0294360481202602
TCGA-DA-A95Y,cancer_type_top20,-0.0937839746475219,0.3044297993183136,-0.0083316601812839,-0.0241926908493042,0.0303166937083005,0.082954540848732,-0.1356122344732284,-0.2109495103359222,0.153939813375473,-0.4150813519954681,0.0946447327733039,0.2631723880767822,0.3556505143642425,-0.1943953186273574,-0.048480249941349,0.0148181393742561,0.1105263233184814,-0.2621220052242279,0.0146943386644124,0.0609817244112491,0.0051339603960514,0.3556241691112518,0.2456029653549194,-0.1247818246483802
TCGA-DD-A116,cancer_type_top20,0.0752343833446502,0.2251109629869461,-0.0373957194387912,-0.0383752956986427,-0.027716988697648,-0.1190536767244339,-0.2295432984828949,-0.1059337556362152,0.0917464271187782,-0.4173443615436554,0.2049225568771362,0.2145498543977737,0.225797951221466,-0.0487879104912281,-0.0302442125976085,0.0110627189278602,0.146221250295639,-0.2685551345348358,-0.0933876186609268,0.0737238600850105,-0.0933172404766082,0.3985452353954315,0.3469482362270355,-0.2520898878574371
TCGA-DD-AAE4,cancer_type_top20,-0.1556122004985809,-0.1292998045682907,-0.0858242362737655,-0.2212816476821899,-0.1299923211336136,-0.0797396078705787,-0.3925842940807342,-0.2106623500585556,0.3824234902858734,0.1875844150781631,0.2901041805744171,0.126956045627594,0.0288371909409761,-0.0854406952857971,0.2423897236585617,-0.1132503598928451,-0.0364779159426689,0.044868029654026,0.0922538042068481,0.2010114789009094,0.3807253837585449,0.1733563840389251,-0.0264707393944263,-0.0548673011362552
TCGA-DM-A1HB,cancer_type_top20,0.0284273959696292,0.1539814919233322,-0.027027953416109,9.08002257347107e-05,-0.0953985452651977,-0.0004143686965107,-0.2517606616020202,-0.0262469798326492,0.0831722617149353,-0.3937495350837707,0.1867041289806366,0.1212501376867294,0.2311066687107086,-0.0349388606846332,-0.0106253586709499,-0.0281207337975502,0.2066302001476287,-0.2502636611461639,-0.0312168095260858,0.0492945462465286,-0.0151612125337123,0.4543144702911377,0.2740519940853119,-0.3006280064582824
TCGA-DW-7838,cancer_type_top20,-0.0636357367038726,-0.1915929317474365,-0.1583326458930969,-0.2239396870136261,-0.089251235127449,-0.0194750856608152,-0.4506838619709015,-0.2267436981201172,0.3762795329093933,0.2733759582042694,0.296100914478302,0.0897095501422882,0.0628487318754196,0.0477531850337982,0.2811290025711059,-0.1940895915031433,-0.0094942450523376,-0.0697507932782173,0.1113776043057441,0.2894997596740722,0.3565413355827331,0.3725241124629974,-0.1008832901716232,-0.09568902105093
TCGA-DX-A8BK,cancer_type_top20,-0.0339149199426174,0.248840719461441,0.1145473271608352,-0.0294091552495956,0.0469386056065559,-0.3451788425445556,-0.2251792997121811,-0.0202761813998222,0.2143620997667312,-0.6124104261398315,0.2943443953990936,0.0888549536466598,0.3577425479888916,-0.0949983149766922,0.1394216120243072,-0.0973640605807304,0.1650329530239105,-0.0587515197694301,0.0388269424438476,-0.0228550471365451,-0.083817183971405,0.4355415105819702,0.2782888412475586,-0.1467410326004028
TCGA-DX-AB2P,cancer_type_top20,0.2282646894454956,0.1417957991361618,-0.0053529478609561,-0.2797237634658813,-0.3202525675296783,-0.0037031071260571,-0.2619702517986297,0.0395342111587524,0.0902022644877433,-0.3852177560329437,0.0100476816296577,0.0632205829024314,0.2197786271572113,-0.0042245844379067,-0.1823788583278656,-0.1023467406630516,0.1761724948883056,-0.3137942254543304,0.0874316543340683,0.0935652628540992,0.0480768419802188,0.3287858366966247,0.2800753116607666,-0.2939152717590332
TCGA-E3-A3E0,cancer_type_top20,0.1723943352699279,0.3006529211997986,0.1665180772542953,-0.1938718557357788,-0.3259278237819671,0.0352897308766841,-0.1304379850625991,-0.0869007781147956,0.27089923620224,-0.644574761390686,0.1984545290470123,0.0766485184431076,0.1200234442949295,0.0150715177878737,-0.120507463812828,0.130381166934967,0.052372146397829,-0.1278698444366455,-0.1511944383382797,-0.0190352089703083,-0.0948895812034607,0.487802654504776,0.114281840622425,-0.0470817908644676
TCGA-EJ-5512,cancer_type_top20,-0.1567465811967849,-0.1036727204918861,0.0972964093089103,-0.1935485601425171,0.0644371807575225,-0.0429373532533645,-0.2740575969219208,-0.3520804345607757,0.2819017469882965,0.2134501785039901,0.2277935743331909,-0.2216535955667495,0.0234264973551034,-0.1351226419210434,0.3649846613407135,0.1431453078985214,-0.0284198895096778,0.2378754913806915,-0.0893122553825378,0.057264856994152,0.2179700136184692,0.3411081433296203,-0.1057889461517334,-0.1052077785134315
TCGA-EK-A2RD,cancer_type_top20,0.0844517052173614,0.3156524300575256,0.0972192585468292,-0.2219652831554412,-0.0727662965655326,-0.1906719654798507,-0.0987561345100402,-0.0116091668605804,0.3015428185462951,-0.4332034289836883,0.2428622841835022,0.2727065086364746,0.3271805346012115,-0.1555411368608474,-0.1362469941377639,0.1298557519912719,0.1195895969867706,-0.2261841297149658,0.1136125773191452,0.1461521238088607,-0.2080855071544647,0.5043612718582153,0.3171961605548858,0.0023241098970174
TCGA-ER-A3ES,cancer_type_top20,0.0052271075546741,-0.1737639456987381,-0.1179009824991226,-0.3806302547454834,0.1343247592449188,0.0973920002579689,-0.1655343323945999,-0.4428783059120178,-0.0193252079188823,0.1627785861492157,0.0761868953704834,0.032114952802658,0.1691279709339141,-0.023089300841093,0.3461301028728485,-0.1522721946239471,-0.1931553333997726,0.2552070915699005,0.0556796267628669,0.1428503394126892,0.3079488277435303,0.4275150895118713,0.0582704432308673,-0.0012798411771655
TCGA-EY-A2OQ,cancer_type_top20,-0.2166079580783844,-0.2933381199836731,-0.1526582837104797,-0.199401393532753,0.089833453297615,0.050558254122734,-0.3069889545440674,-0.4137150049209595,0.2575155198574066,0.174179270863533,0.185293048620224,0.0195838455110788,0.3467457294464111,-0.0488230995833873,0.1012769490480423,-0.2864210307598114,-0.0330215618014335,-0.054848276078701,0.3190746605396271,0.2621158957481384,0.1641485542058944,0.3950111269950866,-0.1545708328485489,-0.0174819193780422
TCGA-HQ-A2OF,cancer_type_top20,-0.1287535429000854,-0.2557005286216736,-0.1082273721694946,-0.2222398221492767,-0.0829136744141578,0.1168441250920295,-0.3276645243167877,-0.3896063268184662,0.1294585466384887,0.1584338098764419,0.0580313354730606,0.062012992799282,0.2049288004636764,-0.0951610058546066,0.2469113022089004,-0.2675493359565735,-0.0445839762687683,0.0615970268845558,0.1231093406677246,0.1889413297176361,0.1769256740808487,0.3930425345897674,-0.0359029434621334,0.0366823859512805
TCGA-HT-7690,cancer_type_top20,-0.0992432236671447,-0.0301529020071029,0.0592812821269035,-0.290986567735672,0.2045115977525711,0.1977333724498748,-0.2783408761024475,-0.4293815791606903,0.0452866144478321,0.0242540948092937,0.4295724928379059,0.2730298638343811,0.0243545789271593,-0.2755678296089172,0.5757699012756348,0.0702555030584335,0.0101047828793525,0.3176791667938232,0.0461590886116027,-0.1795730590820312,0.0637334212660789,0.2828758060932159,0.0366058200597763,-0.038240622729063
TCGA-HT-8104,cancer_type_top20,-0.0369468890130519,0.0990626215934753,-0.0098645724356174,-0.041774071753025,-0.0813650712370872,-0.0433318279683589,-0.2100622206926345,0.0567170083522796,0.1041757762432098,-0.5624882578849792,0.2058386802673339,0.0334126278758049,0.2547206580638885,-0.0905541405081749,0.0389225669205188,-0.0006019100546836,0.1433167904615402,-0.2776166498661041,-0.000837342813611,-0.024719014763832,0.0139109753072261,0.4011465013027191,0.2366617619991302,-0.2522811591625213
TCGA-J4-A67N,cancer_type_top20,-0.1534682661294937,-0.2966868281364441,-0.0491360500454902,-0.1205353885889053,-0.0995101556181907,-0.0362952873110771,-0.4790002703666687,-0.3256523311138153,0.1865914165973663,0.2726467549800873,0.2691653966903686,0.10029998421669,0.2191149890422821,-0.0975870788097381,0.364911675453186,-0.2471618205308914,-0.058594211935997,0.0913732424378395,0.1548387706279754,0.2316958904266357,0.1347498446702957,0.3864693343639374,-0.0320745073258876,-0.0149594498798251
TCGA-J9-A8CP,cancer_type_top20,0.0513637699186801,0.143443688750267,0.2477142661809921,-0.055420771241188,0.0618641078472137,-0.2828633785247803,-0.3024609386920929,-0.2758122682571411,0.0883152186870575,-0.4506983160972595,0.3297708034515381,0.1339378803968429,0.1317060887813568,0.0093165701255202,-0.1080404222011566,-0.0479280427098274,0.2701535224914551,-0.4140430986881256,0.0676068887114524,-0.2113159745931625,-0.005087923258543,0.5047888159751892,0.1988090425729751,-0.2106501758098602
TCGA-JY-A6FH,cancer_type_top20,-0.1800621449947357,-0.2195723205804824,0.0032161411363631,-0.2095120400190353,-0.0793322175741195,-0.0760813057422638,-0.4332684576511383,-0.2663052678108215,0.3069168329238891,0.1789479404687881,0.2233780920505523,0.0934929400682449,-0.0469670891761779,-0.0395733378827571,0.2262117266654968,-0.260240375995636,-0.0092908553779125,0.0859893634915351,0.1152743548154831,0.2898815870285034,0.2460852414369583,0.3840369284152984,-0.0873886942863464,-0.0332663170993328
